timestamp,error_m
1.780398145344376087e+09,5.837360853035383457e+01
1.780398145444306374e+09,5.828249415138083123e+01
1.780398145544258595e+09,5.830171409185151532e+01
1.780398145644346952e+09,5.821264911839581657e+01
1.780398145744373322e+09,5.822376324651378354e+01
1.780398145844355106e+09,5.813854754918923362e+01
1.780398145944333792e+09,5.814473552021976843e+01
1.780398146044374228e+09,5.806015679670700536e+01
1.780398146144409180e+09,5.806254915234708136e+01
1.780398146244460106e+09,5.797970128455405359e+01
1.780398146344444990e+09,5.797939063701423379e+01
1.780398146444406748e+09,5.789788019874647773e+01
1.780398146544241667e+09,5.789591554384942640e+01
1.780398146644024849e+09,5.781845983162624236e+01
1.780398146743852139e+09,5.781518793203465378e+01
1.780398146843757629e+09,5.774454680792058525e+01
1.780398146943816662e+09,5.774153443675199071e+01
1.780398147043958187e+09,5.767237290639193503e+01
1.780398147144145012e+09,5.766938907661845803e+01
1.780398147244296074e+09,5.760591346096610010e+01
1.780398147344305038e+09,5.760327267088275249e+01
1.780398147444282770e+09,5.754672293158642304e+01
1.780398147544256449e+09,5.754478529532996589e+01
1.780398147644294262e+09,5.749457916075148489e+01
1.780398147744382858e+09,5.749296831892484505e+01
1.780398147844508648e+09,5.745039988775013029e+01
1.780398147944604635e+09,5.744916256909148444e+01
1.780398148044624805e+09,5.740767377074635647e+01
1.780398148144543648e+09,5.740685105204894256e+01
1.780398148244418621e+09,5.736886379078254095e+01
1.780398148344223261e+09,5.736855359629634421e+01
1.780398148444087505e+09,5.733305826611407241e+01
1.780398148544039965e+09,5.733277178269052143e+01
1.780398148644004345e+09,5.730210807533065775e+01
1.780398148743972778e+09,5.730267940779339852e+01
1.780398148843963385e+09,5.727714678514205815e+01
1.780398148943951368e+09,5.727755039287844596e+01
1.780398149043914557e+09,5.725795295037847410e+01
1.780398149143874645e+09,5.725849437779255169e+01
1.780398149243945360e+09,5.724511218254489364e+01
1.780398149344050407e+09,5.724571866785124996e+01
1.780398149444087982e+09,5.723919703697396244e+01
1.780398149544175386e+09,5.723974542138491728e+01
1.780398149644236088e+09,5.723466888093431493e+01
1.780398149744409561e+09,5.723523824957231199e+01
1.780398149844516039e+09,5.723159278409077189e+01
1.780398149944614410e+09,5.723204141357445707e+01
1.780398150044574022e+09,5.723329329043525604e+01
1.780398150144535065e+09,5.723349800161056322e+01
1.780398150244433165e+09,5.723422722466803236e+01
1.780398150344363928e+09,5.723418820757289893e+01
1.780398150444239378e+09,5.724435574848210706e+01
1.780398150544185638e+09,5.724412214736482696e+01
1.780398150644120932e+09,5.725462346280148296e+01
1.780398150744040489e+09,5.725398902936196777e+01
1.780398150843989611e+09,5.726103064190548508e+01
1.780398150943888426e+09,5.726083332296447992e+01
1.780398151043807268e+09,5.727208047867787144e+01
